2.176159826373080808e+00,4.139476035910308127e+01
2.176150150135356842e+00,4.139474039225097357e+01
2.176139560902194070e+00,4.139472073412328257e+01
2.176128034411493939e+00,4.139470141156854055e+01
2.176115665895315132e+00,4.139468246129835904e+01
2.176102454899230043e+00,4.139466391933922296e+01
2.176088425117804093e+00,4.139464580387551962e+01
2.176069914014270079e+00,4.139462639527001642e+01
2.176048662144628221e+00,4.139460426478455446e+01
2.176023927753564013e+00,4.139458131669594110e+01
2.175997220211324024e+00,4.139455927323644602e+01
2.175985605358425001e+00,4.139455074102050958e+01
2.175993286344342081e+00,4.139454494115242511e+01
2.176795901530609978e+00,4.139393920301218799e+01
2.176799609134489000e+00,4.139393640118247220e+01
2.177930749984582803e+00,4.139308265943144960e+01
2.177934469565030007e+00,4.139307984864262124e+01
2.179059373488840823e+00,4.139223078899539843e+01
2.179060605343059898e+00,4.139222985199630500e+01
2.180214027363634788e+00,4.139135921319516598e+01
2.180229110053368835e+00,4.139134782527327872e+01
2.179859179894687138e+00,4.139105219468450514e+01
2.177490084359250844e+00,4.139016391561939656e+01
2.177392417503348998e+00,4.139009153206711034e+01
2.175850816864572934e+00,4.138894897097362957e+01
2.173757538549923041e+00,4.138894845988470905e+01
2.173408853054215051e+00,4.138894837134461113e+01
2.172765375273975064e+00,4.138847424493633298e+01
2.172762175347235036e+00,4.138847059911052639e+01
2.171702322751796199e+00,4.138726300033842165e+01
2.171510191088966923e+00,4.138704408030611148e+01
2.171335976383983013e+00,4.138694957912980499e+01
2.171138039452720214e+00,4.138684220801977176e+01
2.170284247887462215e+00,4.138587855967320905e+01
2.170133021072095048e+00,4.138576560479823030e+01
2.169963277202449969e+00,4.138566653454212485e+01
2.169768906400506125e+00,4.138557368528370972e+01
2.169358344440710962e+00,4.138553971295061729e+01
2.164713785844913030e+00,4.138593019761457725e+01
2.164168136033170153e+00,4.138634212107179167e+01
2.165392235959263001e+00,4.138725641703043578e+01
2.165111047313344805e+00,4.138745860075680127e+01
2.164123749853816836e+00,4.138818911259654953e+01
2.162984326644294963e+00,4.138905178345864755e+01
2.161865653763126893e+00,4.138990014595839995e+01
2.161864627456716814e+00,4.138990089511293746e+01
2.160731374887053136e+00,4.139074969866117470e+01
2.160729188228489139e+00,4.139075138512954766e+01
2.159606293931444210e+00,4.139159975754988352e+01
2.159598468799918791e+00,4.139160551924160814e+01
2.158470643683930046e+00,4.139245459199879207e+01
2.157355315847635957e+00,4.139330621309187563e+01
2.156229280179518870e+00,4.139417422838031513e+01
2.156211434705300078e+00,4.139418798707170311e+01
2.155112793348449074e+00,4.139502978575792724e+01
2.154710724281915901e+00,4.139531793234207413e+01
2.155710715849695092e+00,4.139557093762824280e+01
2.155904348799861037e+00,4.139561993769378034e+01
2.158651313819738959e+00,4.139631502818913589e+01
2.159226474037773791e+00,4.139646055645939526e+01
2.159545496476451110e+00,4.139670009503786474e+01
2.161572967757531050e+00,4.139822236641798980e+01
2.161597023139445017e+00,4.139824042698059259e+01
2.161841343057058218e+00,4.139842386019203957e+01
2.162908155711873892e+00,4.139922479738806516e+01
2.164108393773839012e+00,4.140012587190628324e+01
2.165248230542721863e+00,4.140098156538106622e+01
2.166218154386184036e+00,4.140170967640378308e+01
2.166224692937110063e+00,4.140170475615720846e+01
2.167353488143064055e+00,4.140085534023787517e+01
2.168664993104691963e+00,4.140183820368250878e+01
2.169778032664532841e+00,4.140267239821719158e+01
2.170127647104216795e+00,4.140240477057352564e+01
2.170393641606454871e+00,4.140220702884266757e+01
2.170718226080837976e+00,4.140196069004313983e+01
2.170908900255218210e+00,4.140181726880932445e+01
